,16,,││　││　├ドリテア,〇,ドリテア,"3,705",0,20,"33,000",297,"175,920",―,ボール,ボールK型,連邦宇宙輸送艇,コロンブス,フリーデン,シーバルチャー艦,ドリテア護衛艦,ドリテア,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,17,,││　││　└ポリペイモス,〇,ポリペイモス,"3,721",0,40,"60,000",317,"202,920",―,ボール,ボールK型,連邦宇宙輸送艇,コロンブス,フリーデン,シーバルチャー艦,ドリテア護衛艦,ポリペイモス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,18,,││　│├トリエステ,〇,トリエステ,"3,683",0,1,"66,000",208,"148,920",―,ボール,ボールK型,連邦宇宙輸送艇,コロンブス,フリーデン,トリエステ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19,,││　│├フォート・セバーン,〇,フォート・セバーン,"3,716",0,1,"60,000",208,"142,920",―,ボール,ボールK型,連邦宇宙輸送艇,コロンブス,フリーデン,フォート・セバーン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20,,││　│├アオヤギ,〇,アオヤギ,"1,016",0,110,"66,000",317,"148,920",―,ボール,ボールK型,連邦宇宙輸送艇,コロンブス,フリーデン,アオヤギ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21,,││　││├アマネセル,〇,アマネセル,"1,013",0,50,"90,000",367,"238,920",―,ボール,ボールK型,連邦宇宙輸送艇,コロンブス,フリーデン,アオヤギ,アマネセル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,22,,││　││├アストラーザ,〇,アストラーザ,"3,661",0,30,"31,500",347,"180,420",―,ボール,ボールK型,連邦宇宙輸送艇,コロンブス,フリーデン,アオヤギ,アストラーザ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,23,,││　│││└ガーベラ,〇,ガーベラ,"3,668",0,60,"120,000",407,"300,420",―,ボール,ボールK型,連邦宇宙輸送艇,コロンブス,フリーデン,アオヤギ,アストラーザ,ガーベラ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,24,,││　││└バルトーク,〇,バルトーク,"3,708",0,90,"60,000",407,"208,920",―,ボール,ボールK型,連邦宇宙輸送艇,コロンブス,フリーデン,アオヤギ,バルトーク,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,25,,││　│├超大型輸送機,〇,超大型輸送機,"3,701",0,100,"25,200",307,"108,120",―,ボール,ボールK型,連邦宇宙輸送艇,コロンブス,フリーデン,超大型輸送機,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,26,,││　│└グリーツ艦,〇,グリーツ艦,"3,673",0,1,"60,000",208,"142,920",―,ボール,ボールK型,連邦宇宙輸送艇,コロンブス,フリーデン,グリーツ艦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,27,,││　└コロンブス改,〇,コロンブス改,"3,535",0,1,"6,000",58,"28,920",―,ボール,ボールK型,連邦宇宙輸送艇,コロンブス,コロンブス改,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,28,,│├シャークマウス仕様ボール,？,シャークマウス仕様ボール,"7,107",0,15,"3,180",17,"9,000",―,ボール,ボールK型,シャークマウス仕様ボール,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,29,,│├ドズル・ザビ専用ボール,？,ドズル・ザビ専用ボール,"2,767",0,20,"1,950",22,"7,770",―,ボール,ボールK型,ドズル・ザビ専用ボール,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30,,│├ロウ専用キメラ,〇,ロウ専用キメラ,"7,175",0,1,"5,280",3,"11,100",―,ボール,ボールK型,ロウ専用キメラ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,31,,│├ランバ・ラル専用ボール,？,ランバ・ラル専用ボール,"2,768",0,20,"1,800",22,"7,620",―,ボール,ボールK型,ランバ・ラル専用ボール,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,32,,│├リーアム専用キメラ,〇,リーアム専用キメラ,"7,177",0,1,"5,280",3,"11,100",―,ボール,ボールK型,リーアム専用キメラ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,,│├フィッシュアイ,〇,フィッシュアイ,"2,051",0,5,360,7,"6,180",―,ボール,ボールK型,フィッシュアイ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,34,,│├樹里専用キメラ,〇,樹里専用キメラ,"7,178",0,1,"5,280",3,"11,100",―,ボール,ボールK型,樹里専用キメラ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,35,,│├ボール・ボーイ,〇,ボール・ボーイ,"7,056",0,10,"6,510",12,"12,330",―,ボール,ボールK型,ボール・ボーイ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,36,,│└ソロモン攻略戦仕様ボール,〇,ソロモン攻略戦仕様ボール,"8,571",0,1,"2,910",3,"8,730",―,ボール,ボールK型,ソロモン攻略戦仕様ボール,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,37,,├ランバ・ラル専用ボール,？,ランバ・ラル専用ボール,"2,768",0,20,"1,800",21,"4,710",―,ボール,ランバ・ラル専用ボール,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,38,,├ポリポッドボール,〇,ポリポッドボール,"6,133",0,10,"1,650",11,"4,560",―,ボール,ポリポッドボール,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,39,,├133式ボール,〇,133式ボール,"3,141",0,5,354,6,"3,264",―,ボール,133式ボール,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40,,├61式戦車,〇,61式戦車,234,0,1,"5,130",2,"8,040",―,ボール,61式戦車,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,41,,│├キャリアビーグル,〇,キャリアビーグル,"1,553",0,15,"3,480",17,"11,520",―,ボール,61式戦車,キャリアビーグル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42,,│├リニアガン・タンク,〇,リニアガン・タンク,697,0,1,"2,730",3,"10,770",―,ボール,61式戦車,リニアガン・タンク,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,43,,│├ボナパルト,〇,ボナパルト,"3,748",0,5,"5,400",7,"13,440",―,ボール,61式戦車,ボナパルト,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,44,,│├ヴィーザフ,〇,ヴィーザフ,"2,247",0,15,"6,000",17,"14,040",―,ボール,61式戦車,ヴィーザフ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,45,,│├ビックトレー,〇,ビックトレー,239,0,40,"55,530",42,"63,570",―,ボール,61式戦車,ビックトレー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,46,,││├ライノサラスA型,？,ライノサラスA型,380,0,100,"45,750",142,"109,320",―,ボール,61式戦車,ビックトレー,ライノサラスA型,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,47,,│││└ライノサラスB型,？,ライノサラスB型,"2,362",0,10,"22,950",152,"132,270",―,ボール,61式戦車,ビックトレー,ライノサラスA型,ライノサラスB型,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,48,,││└ヘヴィ・フォーク,〇,ヘヴィ・フォーク,"3,407",0,1,"19,500",43,"83,070",―,ボール,61式戦車,ビックトレー,ヘヴィ・フォーク,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,49,,│├サルバーS-VI型,〇,サルバーS-VI型,"4,379",0,1,330,3,"8,370",―,ボール,61式戦車,サルバーS-VI型,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,50,,│├MSトレーラー,〇,MSトレーラー,521,0,1,360,3,"8,400",―,ボール,61式戦車,MSトレーラー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,51,,││├ガンダム積載MSトレーラー,〇,ガンダム積載MSトレーラー,638,0,30,"3,450",33,"11,850",―,ボール,61式戦車,MSトレーラー,ガンダム積載MSトレーラー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,52,,││├サムソントレーラー,〇,サムソントレーラー,694,0,1,585,4,"8,985",―,ボール,61式戦車,MSトレーラー,サムソントレーラー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,53,,│││└ザク・タンカー,〇,ザク・タンカー,"3,682",0,1,"24,000",5,"32,985",―,ボール,61式戦車,MSトレーラー,サムソントレーラー,ザク・タンカー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,54,,││└カミオン,〇,カミオン,"3,669",0,20,"6,000",23,"14,400",―,ボール,61式戦車,MSトレーラー,カミオン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,55,,│├FAG轟雷,〇,FAG轟雷,"5,222",0,150,"150,000",152,"158,040",―,ボール,61式戦車,FAG轟雷,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,56,,││├三二式一型・轟雷,〇,三二式一型・轟雷,"6,879",0,20,"12,030",172,"170,070",―,ボール,61式戦車,FAG轟雷,三二式一型・轟雷,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,57,,│││├三八式一型・榴雷改,〇,三八式一型・榴雷改,"8,045",0,140,"13,030",312,"183,100",―,ボール,61式戦車,FAG轟雷,三二式一型・轟雷,三八式一型・榴雷改,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,58,,│││├三二式伍型・漸雷,〇,三二式伍型・漸雷,"8,043",0,70,"13,030",242,"183,100",―,ボール,61式戦車,FAG轟雷,三二式一型・轟雷,三二式伍型・漸雷,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,59,,││││└三二式伍型丙・漸雷強襲装備型,〇,三二式伍型丙・漸雷強襲装備型,"8,044",0,70,"13,030",312,"196,130",―,ボール,61式戦車,FAG轟雷,三二式一型・轟雷,三二式伍型・漸雷,三二式伍型丙・漸雷強襲装備型,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,60,,│││└輝鎚・甲,〇,輝鎚・甲,"6,921",0,50,"12,060",222,"182,130",―,ボール,61式戦車,FAG轟雷,三二式一型・轟雷,輝鎚・甲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,61,,│││　├白兵戦仕様輝鎚・乙,〇,白兵戦仕様輝鎚・乙,"8,028",0,70,"13,260",292,"195,390",―,ボール,61式戦車,FAG轟雷,三二式一型・轟雷,輝鎚・甲,白兵戦仕様輝鎚・乙,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,62,,│││　└狙撃仕様輝鎚・乙,〇,狙撃仕様輝鎚・乙,"8,029",0,70,"13,260",292,"195,390",―,ボール,61式戦車,FAG轟雷,三二式一型・轟雷,輝鎚・甲,狙撃仕様輝鎚・乙,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,63,,││└FAGスティレット,〇,FAGスティレット,"5,223",0,5,"150,000",157,"308,040",―,ボール,61式戦車,FAG轟雷,FAGスティレット,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,64,,││　├FAG迅雷,〇,FAG迅雷,"5,224",0,5,"150,000",162,"458,040",―,ボール,61式戦車,FAG轟雷,FAGスティレット,FAG迅雷,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,65,,││　├スティレット,〇,スティレット,"6,878",0,50,"12,060",207,"320,100",―,ボール,61式戦車,FAG轟雷,FAGスティレット,スティレット,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,66,,││　│├バーゼラルド,〇,バーゼラルド,"6,942",0,50,"12,960",257,"333,060",―,ボール,61式戦車,FAG轟雷,FAGスティレット,スティレット,バーゼラルド,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67,,││　││├ゼルフィカールNE,〇,ゼルフィカールNE,"8,025",0,70,"13,960",257,"333,060",―,ボール,61式戦車,FAG轟雷,FAGスティレット,スティレット,バーゼラルド,ゼルフィカール/NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,68,,││　││└カトラス,〇,カトラス,"7,018",0,50,"13,650",307,"346,710",―,ボール,61式戦車,FAG轟雷,FAGスティレット,スティレット,バーゼラルド,カトラス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,69,,││　││　└ジィダオ,〇,ジィダオ,"7,019",0,50,"14,250",357,"360,960",―,ボール,61式戦車,FAG轟雷,FAGスティレット,スティレット,バーゼラルド,カトラス,ジィダオ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,70,,││　││　　├EA仕様ジィダオ,〇,EA仕様ジィダオ,"8,136",0,90,"14,250",447,"375,210",―,ボール,61式戦車,FAG轟雷,FAGスティレット,スティレット,バーゼラルド,カトラス,ジィダオ,EA仕様ジィダオ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,71,,││　││　　└レイダオ,〇,レイダオ,"7,020",0,50,"14,250",407,"375,210",―,ボール,61式戦車,FAG轟雷,FAGスティレット,スティレット,バーゼラルド,カトラス,ジィダオ,レイダオ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,72,,││　││　　　└ジェンタオ,〇,ジェンタオ,"8,135",0,90,"16,250",497,"391,460",―,ボール,61式戦車,FAG轟雷,FAGスティレット,スティレット,バーゼラルド,カトラス,ジィダオ,レイダオ,ジェンタオ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,73,,││　│├ウィルバーナイン,〇,ウィルバーナイン,"6,949",0,50,"12,930",257,"333,030",―,ボール,61式戦車,FAG轟雷,FAGスティレット,スティレット,ウィルバーナイン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
